tile,x0,x1,y0,y1,lat_min,lat_max,lon_min,lon_max,lat0,lon0,dlat,dlon,lat_sign,lon_sign,lat_anchor_idx,lon_anchor_idx,lat0_deg,lat0_min,lon0_deg,lon0_min
tile_r00_c00.png,2,408,2,243,42.61666666666667,42.63333333333333,141.58333333333331,141.6,42.63333333333333,141.6,0.016666666666666666,0.016666666666666666,-1,1,0,0,42.0,38.0,141.0,36.0
tile_r00_c01.png,412,817,2,243,42.61666666666667,42.63333333333333,141.6,141.61666666666667,42.63333333333333,141.6,0.016666666666666666,0.016666666666666666,-1,1,0,0,42.0,38.0,141.0,36.0
tile_r00_c02.png,821,1226,2,243,42.61666666666667,42.63333333333333,141.61666666666667,141.63333333333333,42.63333333333333,141.6,0.016666666666666666,0.016666666666666666,-1,1,0,0,42.0,38.0,141.0,36.0
tile_r00_c03.png,1230,1635,2,243,42.61666666666667,42.63333333333333,141.63333333333333,141.65,42.63333333333333,141.6,0.016666666666666666,0.016666666666666666,-1,1,0,0,42.0,38.0,141.0,36.0
tile_r00_c04.png,1639,1917,2,243,42.61666666666667,42.63333333333333,141.65,141.66666666666669,42.63333333333333,141.6,0.016666666666666666,0.016666666666666666,-1,1,0,0,42.0,38.0,141.0,36.0
tile_r01_c00.png,2,408,247,799,42.61666666666667,42.63333333333333,141.58333333333331,141.6,42.63333333333333,141.6,0.016666666666666666,0.016666666666666666,-1,1,0,0,42.0,38.0,141.0,36.0
tile_r01_c01.png,412,817,247,799,42.61666666666667,42.63333333333333,141.6,141.61666666666667,42.63333333333333,141.6,0.016666666666666666,0.016666666666666666,-1,1,0,0,42.0,38.0,141.0,36.0
tile_r01_c02.png,821,1226,247,799,42.61666666666667,42.63333333333333,141.61666666666667,141.63333333333333,42.63333333333333,141.6,0.016666666666666666,0.016666666666666666,-1,1,0,0,42.0,38.0,141.0,36.0
tile_r01_c03.png,1230,1635,247,799,42.61666666666667,42.63333333333333,141.63333333333333,141.65,42.63333333333333,141.6,0.016666666666666666,0.016666666666666666,-1,1,0,0,42.0,38.0,141.0,36.0
tile_r01_c04.png,1639,1917,247,799,42.61666666666667,42.63333333333333,141.65,141.66666666666669,42.63333333333333,141.6,0.016666666666666666,0.016666666666666666,-1,1,0,0,42.0,38.0,141.0,36.0
tile_r02_c00.png,2,408,803,1197,42.61666666666667,42.63333333333333,141.58333333333331,141.6,42.63333333333333,141.6,0.016666666666666666,0.016666666666666666,-1,1,0,0,42.0,38.0,141.0,36.0
tile_r02_c01.png,412,817,803,1197,42.61666666666667,42.63333333333333,141.6,141.61666666666667,42.63333333333333,141.6,0.016666666666666666,0.016666666666666666,-1,1,0,0,42.0,38.0,141.0,36.0
tile_r02_c02.png,821,1226,803,1197,42.61666666666667,42.63333333333333,141.61666666666667,141.63333333333333,42.63333333333333,141.6,0.016666666666666666,0.016666666666666666,-1,1,0,0,42.0,38.0,141.0,36.0
tile_r02_c03.png,1230,1635,803,1197,42.61666666666667,42.63333333333333,141.63333333333333,141.65,42.63333333333333,141.6,0.016666666666666666,0.016666666666666666,-1,1,0,0,42.0,38.0,141.0,36.0
tile_r02_c04.png,1639,1917,803,1197,42.61666666666667,42.63333333333333,141.65,141.66666666666669,42.63333333333333,141.6,0.016666666666666666,0.016666666666666666,-1,1,0,0,42.0,38.0,141.0,36.0
