tile,x0,x1,y0,y1,lat_min,lat_max,lon_min,lon_max,lat0,lon0,dlat,dlon,lat_sign,lon_sign,lat_anchor_idx,lon_anchor_idx,lat0_deg,lat0_min,lon0_deg,lon0_min
tile_r00_c00.png,2,210,2,489,35.016666666666666,35.03333333333333,138.46666666666664,138.48333333333332,35.03333333333333,138.48333333333332,0.016666666666666666,0.016666666666666666,-1,1,0,0,35.0,2.0,138.0,29.0
tile_r00_c01.png,214,665,2,489,35.016666666666666,35.03333333333333,138.48333333333332,138.5,35.03333333333333,138.48333333333332,0.016666666666666666,0.016666666666666666,-1,1,0,0,35.0,2.0,138.0,29.0
tile_r00_c02.png,669,1119,2,489,35.016666666666666,35.03333333333333,138.5,138.51666666666665,35.03333333333333,138.48333333333332,0.016666666666666666,0.016666666666666666,-1,1,0,0,35.0,2.0,138.0,29.0
tile_r00_c03.png,1123,1574,2,489,35.016666666666666,35.03333333333333,138.51666666666665,138.53333333333333,35.03333333333333,138.48333333333332,0.016666666666666666,0.016666666666666666,-1,1,0,0,35.0,2.0,138.0,29.0
tile_r00_c04.png,1578,1917,2,489,35.016666666666666,35.03333333333333,138.53333333333333,138.55,35.03333333333333,138.48333333333332,0.016666666666666666,0.016666666666666666,-1,1,0,0,35.0,2.0,138.0,29.0
tile_r01_c00.png,2,210,493,1044,35.016666666666666,35.03333333333333,138.46666666666664,138.48333333333332,35.03333333333333,138.48333333333332,0.016666666666666666,0.016666666666666666,-1,1,0,0,35.0,2.0,138.0,29.0
tile_r01_c01.png,214,665,493,1044,35.016666666666666,35.03333333333333,138.48333333333332,138.5,35.03333333333333,138.48333333333332,0.016666666666666666,0.016666666666666666,-1,1,0,0,35.0,2.0,138.0,29.0
tile_r01_c02.png,669,1119,493,1044,35.016666666666666,35.03333333333333,138.5,138.51666666666665,35.03333333333333,138.48333333333332,0.016666666666666666,0.016666666666666666,-1,1,0,0,35.0,2.0,138.0,29.0
tile_r01_c03.png,1123,1574,493,1044,35.016666666666666,35.03333333333333,138.51666666666665,138.53333333333333,35.03333333333333,138.48333333333332,0.016666666666666666,0.016666666666666666,-1,1,0,0,35.0,2.0,138.0,29.0
tile_r01_c04.png,1578,1917,493,1044,35.016666666666666,35.03333333333333,138.53333333333333,138.55,35.03333333333333,138.48333333333332,0.016666666666666666,0.016666666666666666,-1,1,0,0,35.0,2.0,138.0,29.0
tile_r02_c00.png,2,210,1048,1197,35.016666666666666,35.03333333333333,138.46666666666664,138.48333333333332,35.03333333333333,138.48333333333332,0.016666666666666666,0.016666666666666666,-1,1,0,0,35.0,2.0,138.0,29.0
tile_r02_c01.png,214,665,1048,1197,35.016666666666666,35.03333333333333,138.48333333333332,138.5,35.03333333333333,138.48333333333332,0.016666666666666666,0.016666666666666666,-1,1,0,0,35.0,2.0,138.0,29.0
tile_r02_c02.png,669,1119,1048,1197,35.016666666666666,35.03333333333333,138.5,138.51666666666665,35.03333333333333,138.48333333333332,0.016666666666666666,0.016666666666666666,-1,1,0,0,35.0,2.0,138.0,29.0
tile_r02_c03.png,1123,1574,1048,1197,35.016666666666666,35.03333333333333,138.51666666666665,138.53333333333333,35.03333333333333,138.48333333333332,0.016666666666666666,0.016666666666666666,-1,1,0,0,35.0,2.0,138.0,29.0
tile_r02_c04.png,1578,1917,1048,1197,35.016666666666666,35.03333333333333,138.53333333333333,138.55,35.03333333333333,138.48333333333332,0.016666666666666666,0.016666666666666666,-1,1,0,0,35.0,2.0,138.0,29.0
