tile,x0,x1,y0,y1,lat_min,lat_max,lon_min,lon_max,lat0,lon0,dlat,dlon,lat_sign,lon_sign,lat_anchor_idx,lon_anchor_idx,lat0_deg,lat0_min,lon0_deg,lon0_min
tile_r00_c00.png,2,186,2,232,34.35,34.36666666666667,133.79999999999998,133.81666666666666,34.36666666666667,133.81666666666666,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,22.0,133.0,49.0
tile_r00_c01.png,190,644,2,232,34.35,34.36666666666667,133.81666666666666,133.83333333333334,34.36666666666667,133.81666666666666,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,22.0,133.0,49.0
tile_r00_c02.png,648,1102,2,232,34.35,34.36666666666667,133.83333333333334,133.85,34.36666666666667,133.81666666666666,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,22.0,133.0,49.0
tile_r00_c03.png,1106,1560,2,232,34.35,34.36666666666667,133.85,133.86666666666667,34.36666666666667,133.81666666666666,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,22.0,133.0,49.0
tile_r00_c04.png,1564,1917,2,232,34.35,34.36666666666667,133.86666666666667,133.88333333333335,34.36666666666667,133.81666666666666,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,22.0,133.0,49.0
tile_r01_c00.png,2,186,236,787,34.35,34.36666666666667,133.79999999999998,133.81666666666666,34.36666666666667,133.81666666666666,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,22.0,133.0,49.0
tile_r01_c01.png,190,644,236,787,34.35,34.36666666666667,133.81666666666666,133.83333333333334,34.36666666666667,133.81666666666666,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,22.0,133.0,49.0
tile_r01_c02.png,648,1102,236,787,34.35,34.36666666666667,133.83333333333334,133.85,34.36666666666667,133.81666666666666,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,22.0,133.0,49.0
tile_r01_c03.png,1106,1560,236,787,34.35,34.36666666666667,133.85,133.86666666666667,34.36666666666667,133.81666666666666,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,22.0,133.0,49.0
tile_r01_c04.png,1564,1917,236,787,34.35,34.36666666666667,133.86666666666667,133.88333333333335,34.36666666666667,133.81666666666666,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,22.0,133.0,49.0
tile_r02_c00.png,2,186,791,1197,34.35,34.36666666666667,133.79999999999998,133.81666666666666,34.36666666666667,133.81666666666666,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,22.0,133.0,49.0
tile_r02_c01.png,190,644,791,1197,34.35,34.36666666666667,133.81666666666666,133.83333333333334,34.36666666666667,133.81666666666666,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,22.0,133.0,49.0
tile_r02_c02.png,648,1102,791,1197,34.35,34.36666666666667,133.83333333333334,133.85,34.36666666666667,133.81666666666666,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,22.0,133.0,49.0
tile_r02_c03.png,1106,1560,791,1197,34.35,34.36666666666667,133.85,133.86666666666667,34.36666666666667,133.81666666666666,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,22.0,133.0,49.0
tile_r02_c04.png,1564,1917,791,1197,34.35,34.36666666666667,133.86666666666667,133.88333333333335,34.36666666666667,133.81666666666666,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,22.0,133.0,49.0
