tile,x0,x1,y0,y1,lat_min,lat_max,lon_min,lon_max,lat0,lon0,dlat,dlon,lat_sign,lon_sign,lat_anchor_idx,lon_anchor_idx,lat0_deg,lat0_min,lon0_deg,lon0_min
tile_r00_c00.png,2,381,2,448,34.93333333333334,34.95,136.61666666666665,136.63333333333333,34.95,136.63333333333333,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,57.0,136.0,38.0
tile_r00_c01.png,385,836,2,448,34.93333333333334,34.95,136.63333333333333,136.65,34.95,136.63333333333333,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,57.0,136.0,38.0
tile_r00_c02.png,840,1291,2,448,34.93333333333334,34.95,136.65,136.66666666666666,34.95,136.63333333333333,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,57.0,136.0,38.0
tile_r00_c03.png,1295,1746,2,448,34.93333333333334,34.95,136.66666666666666,136.68333333333334,34.95,136.63333333333333,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,57.0,136.0,38.0
tile_r00_c04.png,1750,1917,2,448,34.93333333333334,34.95,136.68333333333334,136.70000000000002,34.95,136.63333333333333,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,57.0,136.0,38.0
tile_r01_c00.png,2,381,452,1003,34.93333333333334,34.95,136.61666666666665,136.63333333333333,34.95,136.63333333333333,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,57.0,136.0,38.0
tile_r01_c01.png,385,836,452,1003,34.93333333333334,34.95,136.63333333333333,136.65,34.95,136.63333333333333,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,57.0,136.0,38.0
tile_r01_c02.png,840,1291,452,1003,34.93333333333334,34.95,136.65,136.66666666666666,34.95,136.63333333333333,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,57.0,136.0,38.0
tile_r01_c03.png,1295,1746,452,1003,34.93333333333334,34.95,136.66666666666666,136.68333333333334,34.95,136.63333333333333,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,57.0,136.0,38.0
tile_r01_c04.png,1750,1917,452,1003,34.93333333333334,34.95,136.68333333333334,136.70000000000002,34.95,136.63333333333333,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,57.0,136.0,38.0
tile_r02_c00.png,2,381,1007,1197,34.93333333333334,34.95,136.61666666666665,136.63333333333333,34.95,136.63333333333333,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,57.0,136.0,38.0
tile_r02_c01.png,385,836,1007,1197,34.93333333333334,34.95,136.63333333333333,136.65,34.95,136.63333333333333,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,57.0,136.0,38.0
tile_r02_c02.png,840,1291,1007,1197,34.93333333333334,34.95,136.65,136.66666666666666,34.95,136.63333333333333,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,57.0,136.0,38.0
tile_r02_c03.png,1295,1746,1007,1197,34.93333333333334,34.95,136.66666666666666,136.68333333333334,34.95,136.63333333333333,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,57.0,136.0,38.0
tile_r02_c04.png,1750,1917,1007,1197,34.93333333333334,34.95,136.68333333333334,136.70000000000002,34.95,136.63333333333333,0.016666666666666666,0.016666666666666666,-1,1,0,0,34.0,57.0,136.0,38.0
